Datekey,FullDateLabel,DateDescription,CalendarYear,CalendarQuarter,CalendarQuarterLabel,CalendarMonth,CalendarMonthLabel,CalendarWeek,CalendarWeekLabel
2016-11-26 00:00:00.000,2016-11-26,2016-11-26,2016,20164,Q4,201611,November,201648,Week 48
2016-11-27 00:00:00.000,2016-11-27,2016-11-27,2016,20164,Q4,201611,November,201649,Week 49
2016-11-28 00:00:00.000,2016-11-28,2016-11-28,2016,20164,Q4,201611,November,201649,Week 49
2016-11-29 00:00:00.000,2016-11-29,2016-11-29,2016,20164,Q4,201611,November,201649,Week 49
2016-11-30 00:00:00.000,2016-11-30,2016-11-30,2016,20164,Q4,201611,November,201649,Week 49
2016-12-01 00:00:00.000,2016-12-01,2016-12-01,2016,20164,Q4,201612,December,201649,Week 49
2016-12-02 00:00:00.000,2016-12-02,2016-12-02,2016,20164,Q4,201612,December,201649,Week 49
2016-12-03 00:00:00.000,2016-12-03,2016-12-03,2016,20164,Q4,201612,December,201649,Week 49
2016-12-04 00:00:00.000,2016-12-04,2016-12-04,2016,20164,Q4,201612,December,201650,Week 50
2016-12-05 00:00:00.000,2016-12-05,2016-12-05,2016,20164,Q4,201612,December,201650,Week 50
2016-12-06 00:00:00.000,2016-12-06,2016-12-06,2016,20164,Q4,201612,December,201650,Week 50
2016-12-07 00:00:00.000,2016-12-07,2016-12-07,2016,20164,Q4,201612,December,201650,Week 50
2016-12-08 00:00:00.000,2016-12-08,2016-12-08,2016,20164,Q4,201612,December,201650,Week 50
2016-12-09 00:00:00.000,2016-12-09,2016-12-09,2016,20164,Q4,201612,December,201650,Week 50
2016-12-10 00:00:00.000,2016-12-10,2016-12-10,2016,20164,Q4,201612,December,201650,Week 50
2016-12-11 00:00:00.000,2016-12-11,2016-12-11,2016,20164,Q4,201612,December,201651,Week 51
2016-12-12 00:00:00.000,2016-12-12,2016-12-12,2016,20164,Q4,201612,December,201651,Week 51
2016-12-13 00:00:00.000,2016-12-13,2016-12-13,2016,20164,Q4,201612,December,201651,Week 51
2016-12-14 00:00:00.000,2016-12-14,2016-12-14,2016,20164,Q4,201612,December,201651,Week 51
2016-12-15 00:00:00.000,2016-12-15,2016-12-15,2016,20164,Q4,201612,December,201651,Week 51
2016-12-16 00:00:00.000,2016-12-16,2016-12-16,2016,20164,Q4,201612,December,201651,Week 51
2016-12-17 00:00:00.000,2016-12-17,2016-12-17,2016,20164,Q4,201612,December,201651,Week 51
2016-12-18 00:00:00.000,2016-12-18,2016-12-18,2016,20164,Q4,201612,December,201652,Week 52
2016-12-19 00:00:00.000,2016-12-19,2016-12-19,2016,20164,Q4,201612,December,201652,Week 52
2016-12-20 00:00:00.000,2016-12-20,2016-12-20,2016,20164,Q4,201612,December,201652,Week 52
2016-12-21 00:00:00.000,2016-12-21,2016-12-21,2016,20164,Q4,201612,December,201652,Week 52
2016-12-22 00:00:00.000,2016-12-22,2016-12-22,2016,20164,Q4,201612,December,201652,Week 52
2016-12-23 00:00:00.000,2016-12-23,2016-12-23,2016,20164,Q4,201612,December,201652,Week 52
2016-12-24 00:00:00.000,2016-12-24,2016-12-24,2016,20164,Q4,201612,December,201652,Week 52
2016-12-25 00:00:00.000,2016-12-25,2016-12-25,2016,20164,Q4,201612,December,201653,Week 53
2016-12-26 00:00:00.000,2016-12-26,2016-12-26,2016,20164,Q4,201612,December,201653,Week 53
2016-12-27 00:00:00.000,2016-12-27,2016-12-27,2016,20164,Q4,201612,December,201653,Week 53
2016-12-28 00:00:00.000,2016-12-28,2016-12-28,2016,20164,Q4,201612,December,201653,Week 53
2016-12-29 00:00:00.000,2016-12-29,2016-12-29,2016,20164,Q4,201612,December,201653,Week 53
2016-12-30 00:00:00.000,2016-12-30,2016-12-30,2016,20164,Q4,201612,December,201653,Week 53
2016-12-31 00:00:00.000,2016-12-31,2016-12-31,2016,20164,Q4,201612,December,201653,Week 53
2017-01-01 00:00:00.000,2017-01-01,2017-01-01,2017,20171,Q1,201701,January,201701,"Week 1 "
2017-01-02 00:00:00.000,2017-01-02,2017-01-02,2017,20171,Q1,201701,January,201701,"Week 1 "
2017-01-03 00:00:00.000,2017-01-03,2017-01-03,2017,20171,Q1,201701,January,201701,"Week 1 "
2017-01-04 00:00:00.000,2017-01-04,2017-01-04,2017,20171,Q1,201701,January,201701,"Week 1 "
2017-01-05 00:00:00.000,2017-01-05,2017-01-05,2017,20171,Q1,201701,January,201701,"Week 1 "
2017-01-06 00:00:00.000,2017-01-06,2017-01-06,2017,20171,Q1,201701,January,201701,"Week 1 "
2017-01-07 00:00:00.000,2017-01-07,2017-01-07,2017,20171,Q1,201701,January,201701,"Week 1 "
2017-01-08 00:00:00.000,2017-01-08,2017-01-08,2017,20171,Q1,201701,January,201702,"Week 2 "
2017-01-09 00:00:00.000,2017-01-09,2017-01-09,2017,20171,Q1,201701,January,201702,"Week 2 "
2017-01-10 00:00:00.000,2017-01-10,2017-01-10,2017,20171,Q1,201701,January,201702,"Week 2 "
2017-01-11 00:00:00.000,2017-01-11,2017-01-11,2017,20171,Q1,201701,January,201702,"Week 2 "
2017-01-12 00:00:00.000,2017-01-12,2017-01-12,2017,20171,Q1,201701,January,201702,"Week 2 "
2017-01-13 00:00:00.000,2017-01-13,2017-01-13,2017,20171,Q1,201701,January,201702,"Week 2 "
2017-01-14 00:00:00.000,2017-01-14,2017-01-14,2017,20171,Q1,201701,January,201702,"Week 2 "
2017-01-15 00:00:00.000,2017-01-15,2017-01-15,2017,20171,Q1,201701,January,201703,"Week 3 "
2017-01-16 00:00:00.000,2017-01-16,2017-01-16,2017,20171,Q1,201701,January,201703,"Week 3 "
2017-01-17 00:00:00.000,2017-01-17,2017-01-17,2017,20171,Q1,201701,January,201703,"Week 3 "
2017-01-18 00:00:00.000,2017-01-18,2017-01-18,2017,20171,Q1,201701,January,201703,"Week 3 "
2017-01-19 00:00:00.000,2017-01-19,2017-01-19,2017,20171,Q1,201701,January,201703,"Week 3 "
2017-01-20 00:00:00.000,2017-01-20,2017-01-20,2017,20171,Q1,201701,January,201703,"Week 3 "
2017-01-21 00:00:00.000,2017-01-21,2017-01-21,2017,20171,Q1,201701,January,201703,"Week 3 "
2017-01-22 00:00:00.000,2017-01-22,2017-01-22,2017,20171,Q1,201701,January,201704,"Week 4 "
2017-01-23 00:00:00.000,2017-01-23,2017-01-23,2017,20171,Q1,201701,January,201704,"Week 4 "
2017-01-24 00:00:00.000,2017-01-24,2017-01-24,2017,20171,Q1,201701,January,201704,"Week 4 "
2017-01-25 00:00:00.000,2017-01-25,2017-01-25,2017,20171,Q1,201701,January,201704,"Week 4 "
2017-01-26 00:00:00.000,2017-01-26,2017-01-26,2017,20171,Q1,201701,January,201704,"Week 4 "
2017-01-27 00:00:00.000,2017-01-27,2017-01-27,2017,20171,Q1,201701,January,201704,"Week 4 "
2017-01-28 00:00:00.000,2017-01-28,2017-01-28,2017,20171,Q1,201701,January,201704,"Week 4 "
2017-01-29 00:00:00.000,2017-01-29,2017-01-29,2017,20171,Q1,201701,January,201705,"Week 5 "
2017-01-30 00:00:00.000,2017-01-30,2017-01-30,2017,20171,Q1,201701,January,201705,"Week 5 "
2017-01-31 00:00:00.000,2017-01-31,2017-01-31,2017,20171,Q1,201701,January,201705,"Week 5 "
2017-02-01 00:00:00.000,2017-02-01,2017-02-01,2017,20171,Q1,201702,February,201705,"Week 5 "
2017-02-02 00:00:00.000,2017-02-02,2017-02-02,2017,20171,Q1,201702,February,201705,"Week 5 "
2017-02-03 00:00:00.000,2017-02-03,2017-02-03,2017,20171,Q1,201702,February,201705,"Week 5 "
2017-02-04 00:00:00.000,2017-02-04,2017-02-04,2017,20171,Q1,201702,February,201705,"Week 5 "
2017-02-05 00:00:00.000,2017-02-05,2017-02-05,2017,20171,Q1,201702,February,201706,"Week 6 "
2017-02-06 00:00:00.000,2017-02-06,2017-02-06,2017,20171,Q1,201702,February,201706,"Week 6 "
2017-02-07 00:00:00.000,2017-02-07,2017-02-07,2017,20171,Q1,201702,February,201706,"Week 6 "
2017-02-08 00:00:00.000,2017-02-08,2017-02-08,2017,20171,Q1,201702,February,201706,"Week 6 "
2017-02-09 00:00:00.000,2017-02-09,2017-02-09,2017,20171,Q1,201702,February,201706,"Week 6 "
2017-02-10 00:00:00.000,2017-02-10,2017-02-10,2017,20171,Q1,201702,February,201706,"Week 6 "
2017-02-11 00:00:00.000,2017-02-11,2017-02-11,2017,20171,Q1,201702,February,201706,"Week 6 "
2017-02-12 00:00:00.000,2017-02-12,2017-02-12,2017,20171,Q1,201702,February,201707,"Week 7 "
2017-02-13 00:00:00.000,2017-02-13,2017-02-13,2017,20171,Q1,201702,February,201707,"Week 7 "
2017-02-14 00:00:00.000,2017-02-14,2017-02-14,2017,20171,Q1,201702,February,201707,"Week 7 "
2017-02-15 00:00:00.000,2017-02-15,2017-02-15,2017,20171,Q1,201702,February,201707,"Week 7 "
2017-02-16 00:00:00.000,2017-02-16,2017-02-16,2017,20171,Q1,201702,February,201707,"Week 7 "
2017-02-17 00:00:00.000,2017-02-17,2017-02-17,2017,20171,Q1,201702,February,201707,"Week 7 "
2017-02-18 00:00:00.000,2017-02-18,2017-02-18,2017,20171,Q1,201702,February,201707,"Week 7 "
2017-02-19 00:00:00.000,2017-02-19,2017-02-19,2017,20171,Q1,201702,February,201708,"Week 8 "
2017-02-20 00:00:00.000,2017-02-20,2017-02-20,2017,20171,Q1,201702,February,201708,"Week 8 "
2017-02-21 00:00:00.000,2017-02-21,2017-02-21,2017,20171,Q1,201702,February,201708,"Week 8 "
2017-02-22 00:00:00.000,2017-02-22,2017-02-22,2017,20171,Q1,201702,February,201708,"Week 8 "
2017-02-23 00:00:00.000,2017-02-23,2017-02-23,2017,20171,Q1,201702,February,201708,"Week 8 "
2017-02-24 00:00:00.000,2017-02-24,2017-02-24,2017,20171,Q1,201702,February,201708,"Week 8 "
2017-02-25 00:00:00.000,2017-02-25,2017-02-25,2017,20171,Q1,201702,February,201708,"Week 8 "
2017-02-26 00:00:00.000,2017-02-26,2017-02-26,2017,20171,Q1,201702,February,201709,"Week 9 "
2017-02-27 00:00:00.000,2017-02-27,2017-02-27,2017,20171,Q1,201702,February,201709,"Week 9 "
2017-02-28 00:00:00.000,2017-02-28,2017-02-28,2017,20171,Q1,201702,February,201709,"Week 9 "
2017-03-01 00:00:00.000,2017-03-01,2017-03-01,2017,20171,Q1,201703,March,201709,"Week 9 "
2017-03-02 00:00:00.000,2017-03-02,2017-03-02,2017,20171,Q1,201703,March,201709,"Week 9 "
2017-03-03 00:00:00.000,2017-03-03,2017-03-03,2017,20171,Q1,201703,March,201709,"Week 9 "
2017-03-04 00:00:00.000,2017-03-04,2017-03-04,2017,20171,Q1,201703,March,201709,"Week 9 "
2017-03-05 00:00:00.000,2017-03-05,2017-03-05,2017,20171,Q1,201703,March,201710,Week 10
2017-03-06 00:00:00.000,2017-03-06,2017-03-06,2017,20171,Q1,201703,March,201710,Week 10
2017-03-07 00:00:00.000,2017-03-07,2017-03-07,2017,20171,Q1,201703,March,201710,Week 10
2017-03-08 00:00:00.000,2017-03-08,2017-03-08,2017,20171,Q1,201703,March,201710,Week 10
2017-03-09 00:00:00.000,2017-03-09,2017-03-09,2017,20171,Q1,201703,March,201710,Week 10
2017-03-10 00:00:00.000,2017-03-10,2017-03-10,2017,20171,Q1,201703,March,201710,Week 10
2017-03-11 00:00:00.000,2017-03-11,2017-03-11,2017,20171,Q1,201703,March,201710,Week 10
2017-03-12 00:00:00.000,2017-03-12,2017-03-12,2017,20171,Q1,201703,March,201711,Week 11
2017-03-13 00:00:00.000,2017-03-13,2017-03-13,2017,20171,Q1,201703,March,201711,Week 11
2017-03-14 00:00:00.000,2017-03-14,2017-03-14,2017,20171,Q1,201703,March,201711,Week 11
2017-03-15 00:00:00.000,2017-03-15,2017-03-15,2017,20171,Q1,201703,March,201711,Week 11
2017-03-16 00:00:00.000,2017-03-16,2017-03-16,2017,20171,Q1,201703,March,201711,Week 11
2017-03-17 00:00:00.000,2017-03-17,2017-03-17,2017,20171,Q1,201703,March,201711,Week 11
2017-03-18 00:00:00.000,2017-03-18,2017-03-18,2017,20171,Q1,201703,March,201711,Week 11
2017-03-19 00:00:00.000,2017-03-19,2017-03-19,2017,20171,Q1,201703,March,201712,Week 12
2017-03-20 00:00:00.000,2017-03-20,2017-03-20,2017,20171,Q1,201703,March,201712,Week 12
2017-03-21 00:00:00.000,2017-03-21,2017-03-21,2017,20171,Q1,201703,March,201712,Week 12
2017-03-22 00:00:00.000,2017-03-22,2017-03-22,2017,20171,Q1,201703,March,201712,Week 12
2017-03-23 00:00:00.000,2017-03-23,2017-03-23,2017,20171,Q1,201703,March,201712,Week 12
2017-03-24 00:00:00.000,2017-03-24,2017-03-24,2017,20171,Q1,201703,March,201712,Week 12
2017-03-25 00:00:00.000,2017-03-25,2017-03-25,2017,20171,Q1,201703,March,201712,Week 12
2017-03-26 00:00:00.000,2017-03-26,2017-03-26,2017,20171,Q1,201703,March,201713,Week 13
2017-03-27 00:00:00.000,2017-03-27,2017-03-27,2017,20171,Q1,201703,March,201713,Week 13
2017-03-28 00:00:00.000,2017-03-28,2017-03-28,2017,20171,Q1,201703,March,201713,Week 13
2017-03-29 00:00:00.000,2017-03-29,2017-03-29,2017,20171,Q1,201703,March,201713,Week 13
2017-03-30 00:00:00.000,2017-03-30,2017-03-30,2017,20171,Q1,201703,March,201713,Week 13
2017-03-31 00:00:00.000,2017-03-31,2017-03-31,2017,20171,Q1,201703,March,201713,Week 13
2017-04-01 00:00:00.000,2017-04-01,2017-04-01,2017,20172,Q2,201704,April,201713,Week 13
2017-04-02 00:00:00.000,2017-04-02,2017-04-02,2017,20172,Q2,201704,April,201714,Week 14
2017-04-03 00:00:00.000,2017-04-03,2017-04-03,2017,20172,Q2,201704,April,201714,Week 14
2017-04-04 00:00:00.000,2017-04-04,2017-04-04,2017,20172,Q2,201704,April,201714,Week 14
2017-04-05 00:00:00.000,2017-04-05,2017-04-05,2017,20172,Q2,201704,April,201714,Week 14
2017-04-06 00:00:00.000,2017-04-06,2017-04-06,2017,20172,Q2,201704,April,201714,Week 14
2017-04-07 00:00:00.000,2017-04-07,2017-04-07,2017,20172,Q2,201704,April,201714,Week 14
2017-04-08 00:00:00.000,2017-04-08,2017-04-08,2017,20172,Q2,201704,April,201714,Week 14
2017-04-09 00:00:00.000,2017-04-09,2017-04-09,2017,20172,Q2,201704,April,201715,Week 15
2017-04-10 00:00:00.000,2017-04-10,2017-04-10,2017,20172,Q2,201704,April,201715,Week 15
2017-04-11 00:00:00.000,2017-04-11,2017-04-11,2017,20172,Q2,201704,April,201715,Week 15
2017-04-12 00:00:00.000,2017-04-12,2017-04-12,2017,20172,Q2,201704,April,201715,Week 15
2017-04-13 00:00:00.000,2017-04-13,2017-04-13,2017,20172,Q2,201704,April,201715,Week 15
2017-04-14 00:00:00.000,2017-04-14,2017-04-14,2017,20172,Q2,201704,April,201715,Week 15
2017-04-15 00:00:00.000,2017-04-15,2017-04-15,2017,20172,Q2,201704,April,201715,Week 15
2017-04-16 00:00:00.000,2017-04-16,2017-04-16,2017,20172,Q2,201704,April,201716,Week 16
2017-04-17 00:00:00.000,2017-04-17,2017-04-17,2017,20172,Q2,201704,April,201716,Week 16
2017-04-18 00:00:00.000,2017-04-18,2017-04-18,2017,20172,Q2,201704,April,201716,Week 16
2017-04-19 00:00:00.000,2017-04-19,2017-04-19,2017,20172,Q2,201704,April,201716,Week 16
2017-04-20 00:00:00.000,2017-04-20,2017-04-20,2017,20172,Q2,201704,April,201716,Week 16
2017-04-21 00:00:00.000,2017-04-21,2017-04-21,2017,20172,Q2,201704,April,201716,Week 16
2017-04-22 00:00:00.000,2017-04-22,2017-04-22,2017,20172,Q2,201704,April,201716,Week 16
2017-04-23 00:00:00.000,2017-04-23,2017-04-23,2017,20172,Q2,201704,April,201717,Week 17
2017-04-24 00:00:00.000,2017-04-24,2017-04-24,2017,20172,Q2,201704,April,201717,Week 17
2017-04-25 00:00:00.000,2017-04-25,2017-04-25,2017,20172,Q2,201704,April,201717,Week 17
2017-04-26 00:00:00.000,2017-04-26,2017-04-26,2017,20172,Q2,201704,April,201717,Week 17
2017-04-27 00:00:00.000,2017-04-27,2017-04-27,2017,20172,Q2,201704,April,201717,Week 17
2017-04-28 00:00:00.000,2017-04-28,2017-04-28,2017,20172,Q2,201704,April,201717,Week 17
2017-04-29 00:00:00.000,2017-04-29,2017-04-29,2017,20172,Q2,201704,April,201717,Week 17
2017-04-30 00:00:00.000,2017-04-30,2017-04-30,2017,20172,Q2,201704,April,201718,Week 18
2017-05-01 00:00:00.000,2017-05-01,2017-05-01,2017,20172,Q2,201705,May,201718,Week 18
2017-05-02 00:00:00.000,2017-05-02,2017-05-02,2017,20172,Q2,201705,May,201718,Week 18
2017-05-03 00:00:00.000,2017-05-03,2017-05-03,2017,20172,Q2,201705,May,201718,Week 18
2017-05-04 00:00:00.000,2017-05-04,2017-05-04,2017,20172,Q2,201705,May,201718,Week 18
2017-05-05 00:00:00.000,2017-05-05,2017-05-05,2017,20172,Q2,201705,May,201718,Week 18
2017-05-06 00:00:00.000,2017-05-06,2017-05-06,2017,20172,Q2,201705,May,201718,Week 18
2017-05-07 00:00:00.000,2017-05-07,2017-05-07,2017,20172,Q2,201705,May,201719,Week 19
2017-05-08 00:00:00.000,2017-05-08,2017-05-08,2017,20172,Q2,201705,May,201719,Week 19
2017-05-09 00:00:00.000,2017-05-09,2017-05-09,2017,20172,Q2,201705,May,201719,Week 19
2017-05-10 00:00:00.000,2017-05-10,2017-05-10,2017,20172,Q2,201705,May,201719,Week 19
2017-05-11 00:00:00.000,2017-05-11,2017-05-11,2017,20172,Q2,201705,May,201719,Week 19
2017-05-12 00:00:00.000,2017-05-12,2017-05-12,2017,20172,Q2,201705,May,201719,Week 19
2017-05-13 00:00:00.000,2017-05-13,2017-05-13,2017,20172,Q2,201705,May,201719,Week 19
2017-05-14 00:00:00.000,2017-05-14,2017-05-14,2017,20172,Q2,201705,May,201720,Week 20
2017-05-15 00:00:00.000,2017-05-15,2017-05-15,2017,20172,Q2,201705,May,201720,Week 20
2017-05-16 00:00:00.000,2017-05-16,2017-05-16,2017,20172,Q2,201705,May,201720,Week 20
2017-05-17 00:00:00.000,2017-05-17,2017-05-17,2017,20172,Q2,201705,May,201720,Week 20
2017-05-18 00:00:00.000,2017-05-18,2017-05-18,2017,20172,Q2,201705,May,201720,Week 20
2017-05-19 00:00:00.000,2017-05-19,2017-05-19,2017,20172,Q2,201705,May,201720,Week 20
2017-05-20 00:00:00.000,2017-05-20,2017-05-20,2017,20172,Q2,201705,May,201720,Week 20
2017-05-21 00:00:00.000,2017-05-21,2017-05-21,2017,20172,Q2,201705,May,201721,Week 21
2017-05-22 00:00:00.000,2017-05-22,2017-05-22,2017,20172,Q2,201705,May,201721,Week 21
2017-05-23 00:00:00.000,2017-05-23,2017-05-23,2017,20172,Q2,201705,May,201721,Week 21
2017-05-24 00:00:00.000,2017-05-24,2017-05-24,2017,20172,Q2,201705,May,201721,Week 21
2017-05-25 00:00:00.000,2017-05-25,2017-05-25,2017,20172,Q2,201705,May,201721,Week 21
2017-05-26 00:00:00.000,2017-05-26,2017-05-26,2017,20172,Q2,201705,May,201721,Week 21
2017-05-27 00:00:00.000,2017-05-27,2017-05-27,2017,20172,Q2,201705,May,201721,Week 21
2017-05-28 00:00:00.000,2017-05-28,2017-05-28,2017,20172,Q2,201705,May,201722,Week 22
2017-05-29 00:00:00.000,2017-05-29,2017-05-29,2017,20172,Q2,201705,May,201722,Week 22
2017-05-30 00:00:00.000,2017-05-30,2017-05-30,2017,20172,Q2,201705,May,201722,Week 22
2017-05-31 00:00:00.000,2017-05-31,2017-05-31,2017,20172,Q2,201705,May,201722,Week 22
2017-06-01 00:00:00.000,2017-06-01,2017-06-01,2017,20172,Q2,201706,June,201722,Week 22
2017-06-02 00:00:00.000,2017-06-02,2017-06-02,2017,20172,Q2,201706,June,201722,Week 22
2017-06-03 00:00:00.000,2017-06-03,2017-06-03,2017,20172,Q2,201706,June,201722,Week 22
2017-06-04 00:00:00.000,2017-06-04,2017-06-04,2017,20172,Q2,201706,June,201723,Week 23
2017-06-05 00:00:00.000,2017-06-05,2017-06-05,2017,20172,Q2,201706,June,201723,Week 23
2017-06-06 00:00:00.000,2017-06-06,2017-06-06,2017,20172,Q2,201706,June,201723,Week 23
2017-06-07 00:00:00.000,2017-06-07,2017-06-07,2017,20172,Q2,201706,June,201723,Week 23
2017-06-08 00:00:00.000,2017-06-08,2017-06-08,2017,20172,Q2,201706,June,201723,Week 23
2017-06-09 00:00:00.000,2017-06-09,2017-06-09,2017,20172,Q2,201706,June,201723,Week 23
2017-06-10 00:00:00.000,2017-06-10,2017-06-10,2017,20172,Q2,201706,June,201723,Week 23
2017-06-11 00:00:00.000,2017-06-11,2017-06-11,2017,20172,Q2,201706,June,201724,Week 24
2017-06-12 00:00:00.000,2017-06-12,2017-06-12,2017,20172,Q2,201706,June,201724,Week 24
2017-06-13 00:00:00.000,2017-06-13,2017-06-13,2017,20172,Q2,201706,June,201724,Week 24
2017-06-14 00:00:00.000,2017-06-14,2017-06-14,2017,20172,Q2,201706,June,201724,Week 24
2017-06-15 00:00:00.000,2017-06-15,2017-06-15,2017,20172,Q2,201706,June,201724,Week 24
2017-06-16 00:00:00.000,2017-06-16,2017-06-16,2017,20172,Q2,201706,June,201724,Week 24
2017-06-17 00:00:00.000,2017-06-17,2017-06-17,2017,20172,Q2,201706,June,201724,Week 24
2017-06-18 00:00:00.000,2017-06-18,2017-06-18,2017,20172,Q2,201706,June,201725,Week 25
2017-06-19 00:00:00.000,2017-06-19,2017-06-19,2017,20172,Q2,201706,June,201725,Week 25
2017-06-20 00:00:00.000,2017-06-20,2017-06-20,2017,20172,Q2,201706,June,201725,Week 25
2017-06-21 00:00:00.000,2017-06-21,2017-06-21,2017,20172,Q2,201706,June,201725,Week 25
2017-06-22 00:00:00.000,2017-06-22,2017-06-22,2017,20172,Q2,201706,June,201725,Week 25
2017-06-23 00:00:00.000,2017-06-23,2017-06-23,2017,20172,Q2,201706,June,201725,Week 25
2017-06-24 00:00:00.000,2017-06-24,2017-06-24,2017,20172,Q2,201706,June,201725,Week 25
2017-06-25 00:00:00.000,2017-06-25,2017-06-25,2017,20172,Q2,201706,June,201726,Week 26
2017-06-26 00:00:00.000,2017-06-26,2017-06-26,2017,20172,Q2,201706,June,201726,Week 26
2017-06-27 00:00:00.000,2017-06-27,2017-06-27,2017,20172,Q2,201706,June,201726,Week 26
2017-06-28 00:00:00.000,2017-06-28,2017-06-28,2017,20172,Q2,201706,June,201726,Week 26
2017-06-29 00:00:00.000,2017-06-29,2017-06-29,2017,20172,Q2,201706,June,201726,Week 26
2017-06-30 00:00:00.000,2017-06-30,2017-06-30,2017,20172,Q2,201706,June,201726,Week 26
2017-07-01 00:00:00.000,2017-07-01,2017-07-01,2017,20173,Q3,201707,July,201726,Week 26
2017-07-02 00:00:00.000,2017-07-02,2017-07-02,2017,20173,Q3,201707,July,201727,Week 27
2017-07-03 00:00:00.000,2017-07-03,2017-07-03,2017,20173,Q3,201707,July,201727,Week 27
2017-07-04 00:00:00.000,2017-07-04,2017-07-04,2017,20173,Q3,201707,July,201727,Week 27
2017-07-05 00:00:00.000,2017-07-05,2017-07-05,2017,20173,Q3,201707,July,201727,Week 27
2017-07-06 00:00:00.000,2017-07-06,2017-07-06,2017,20173,Q3,201707,July,201727,Week 27
2017-07-07 00:00:00.000,2017-07-07,2017-07-07,2017,20173,Q3,201707,July,201727,Week 27
2017-07-08 00:00:00.000,2017-07-08,2017-07-08,2017,20173,Q3,201707,July,201727,Week 27
2017-07-09 00:00:00.000,2017-07-09,2017-07-09,2017,20173,Q3,201707,July,201728,Week 28
2017-07-10 00:00:00.000,2017-07-10,2017-07-10,2017,20173,Q3,201707,July,201728,Week 28
2017-07-11 00:00:00.000,2017-07-11,2017-07-11,2017,20173,Q3,201707,July,201728,Week 28
2017-07-12 00:00:00.000,2017-07-12,2017-07-12,2017,20173,Q3,201707,July,201728,Week 28
2017-07-13 00:00:00.000,2017-07-13,2017-07-13,2017,20173,Q3,201707,July,201728,Week 28
2017-07-14 00:00:00.000,2017-07-14,2017-07-14,2017,20173,Q3,201707,July,201728,Week 28
2017-07-15 00:00:00.000,2017-07-15,2017-07-15,2017,20173,Q3,201707,July,201728,Week 28
2017-07-16 00:00:00.000,2017-07-16,2017-07-16,2017,20173,Q3,201707,July,201729,Week 29
2017-07-17 00:00:00.000,2017-07-17,2017-07-17,2017,20173,Q3,201707,July,201729,Week 29
2017-07-18 00:00:00.000,2017-07-18,2017-07-18,2017,20173,Q3,201707,July,201729,Week 29
2017-07-19 00:00:00.000,2017-07-19,2017-07-19,2017,20173,Q3,201707,July,201729,Week 29
2017-07-20 00:00:00.000,2017-07-20,2017-07-20,2017,20173,Q3,201707,July,201729,Week 29
2017-07-21 00:00:00.000,2017-07-21,2017-07-21,2017,20173,Q3,201707,July,201729,Week 29
2017-07-22 00:00:00.000,2017-07-22,2017-07-22,2017,20173,Q3,201707,July,201729,Week 29
2017-07-23 00:00:00.000,2017-07-23,2017-07-23,2017,20173,Q3,201707,July,201730,Week 30
2017-07-24 00:00:00.000,2017-07-24,2017-07-24,2017,20173,Q3,201707,July,201730,Week 30
2017-07-25 00:00:00.000,2017-07-25,2017-07-25,2017,20173,Q3,201707,July,201730,Week 30
2017-07-26 00:00:00.000,2017-07-26,2017-07-26,2017,20173,Q3,201707,July,201730,Week 30
2017-07-27 00:00:00.000,2017-07-27,2017-07-27,2017,20173,Q3,201707,July,201730,Week 30
2017-07-28 00:00:00.000,2017-07-28,2017-07-28,2017,20173,Q3,201707,July,201730,Week 30
2017-07-29 00:00:00.000,2017-07-29,2017-07-29,2017,20173,Q3,201707,July,201730,Week 30
2017-07-30 00:00:00.000,2017-07-30,2017-07-30,2017,20173,Q3,201707,July,201731,Week 31
2017-07-31 00:00:00.000,2017-07-31,2017-07-31,2017,20173,Q3,201707,July,201731,Week 31
2017-08-01 00:00:00.000,2017-08-01,2017-08-01,2017,20173,Q3,201708,August,201731,Week 31
2017-08-02 00:00:00.000,2017-08-02,2017-08-02,2017,20173,Q3,201708,August,201731,Week 31
2017-08-03 00:00:00.000,2017-08-03,2017-08-03,2017,20173,Q3,201708,August,201731,Week 31
2017-08-04 00:00:00.000,2017-08-04,2017-08-04,2017,20173,Q3,201708,August,201731,Week 31
2017-08-05 00:00:00.000,2017-08-05,2017-08-05,2017,20173,Q3,201708,August,201731,Week 31
2017-08-06 00:00:00.000,2017-08-06,2017-08-06,2017,20173,Q3,201708,August,201732,Week 32
2017-08-07 00:00:00.000,2017-08-07,2017-08-07,2017,20173,Q3,201708,August,201732,Week 32
2017-08-08 00:00:00.000,2017-08-08,2017-08-08,2017,20173,Q3,201708,August,201732,Week 32
2017-08-09 00:00:00.000,2017-08-09,2017-08-09,2017,20173,Q3,201708,August,201732,Week 32
2017-08-10 00:00:00.000,2017-08-10,2017-08-10,2017,20173,Q3,201708,August,201732,Week 32
2017-08-11 00:00:00.000,2017-08-11,2017-08-11,2017,20173,Q3,201708,August,201732,Week 32
2017-08-12 00:00:00.000,2017-08-12,2017-08-12,2017,20173,Q3,201708,August,201732,Week 32
2017-08-13 00:00:00.000,2017-08-13,2017-08-13,2017,20173,Q3,201708,August,201733,Week 33
2017-08-14 00:00:00.000,2017-08-14,2017-08-14,2017,20173,Q3,201708,August,201733,Week 33
2017-08-15 00:00:00.000,2017-08-15,2017-08-15,2017,20173,Q3,201708,August,201733,Week 33
